dateandtime,spdK/m,edge,vehDen
2022-12-6 23:2:0,42.97305428465733,-26203057,58
2022-12-6 23:2:0,44.633082969271015,:8700766893_0,58
2022-12-6 23:2:0,42.59322581160437,894550196#0,58
2022-12-6 23:2:0,50.95253535632167,819221586#0,58
2022-12-6 23:2:0,48.895634697857425,699913210,58
2022-12-6 23:2:0,37.17712909530849,24958252#0,58
2022-12-6 23:2:0,47.972974559622294,669890462#13,58
2022-12-6 23:2:0,41.05988748646077,-26203057,58
2022-12-6 23:2:0,49.88634941045112,-215628990#3,58
2022-12-6 23:2:0,14.388434342136607,37099139#5,58
2022-12-6 23:2:0,54.580382697469226,-28616980#1,58
2022-12-6 23:2:0,49.37541593297584,-28581483,58
2022-12-6 23:2:0,51.475400342796036,669890458#1,58
2022-12-6 23:2:0,43.22129743153158,32691445#8,58
2022-12-6 23:2:0,51.12423966258905,883292352#0,58
2022-12-6 23:2:0,40.84281348055397,26520591#1,58
2022-12-6 23:2:0,50.5505279095222,32659640#2,58
2022-12-6 23:2:0,38.97006383128457,307882386#2,58
2022-12-6 23:2:0,49.34482760760468,958778139#1,58
2022-12-6 23:2:0,52.232163455479096,885610134#4,58
2022-12-6 23:2:0,47.36398380989502,52244427#14,58
2022-12-6 23:2:0,44.38897369999104,25584525#4,58
2022-12-6 23:2:0,55.64010085569907,29982808#2,58
2022-12-6 23:2:0,44.088295544063335,699691940#6-AddedOffRampEdge,58
2022-12-6 23:2:0,46.234291311732136,25746572#3,58
2022-12-6 23:2:0,50.668928608491505,765656384#0,58
2022-12-6 23:2:0,54.17626895000943,:6570524685_0,58
2022-12-6 23:2:0,38.00422466648533,:888807595#1-AddedOnRampNode_0,58
2022-12-6 23:2:0,47.62385747436802,-26520995,58
2022-12-6 23:2:0,50.39326288269832,28886503#6,58
2022-12-6 23:2:0,5.2858405430149284,-28826000#1,58
2022-12-6 23:2:0,54.64307408269725,393878336#0,58
2022-12-6 23:2:0,47.16764147058607,700673538,58
2022-12-6 23:2:0,46.026477281923505,858935309,58
2022-12-6 23:2:0,53.04242825059793,26195270#6-AddedOffRampEdge,58
2022-12-6 23:2:0,48.298314182339475,858915972#1,58
2022-12-6 23:2:0,39.36377021967576,25584555#0,58
2022-12-6 23:2:0,38.66996253798317,28582639#9,58
2022-12-6 23:2:0,51.665642735690426,906984715#1,58
2022-12-6 23:2:0,36.195442470475484,699691940#10,58
2022-12-6 23:2:0,48.11296328581846,699691940#6-AddedOffRampEdge,58
2022-12-6 23:2:0,47.6727349592198,29982808#3,58
2022-12-6 23:2:0,48.00299087935684,699691940#6,58
2022-12-6 23:2:0,42.66858409423685,939250965#0,58
2022-12-6 23:2:0,49.108224708643874,26195270#4,58
2022-12-6 23:2:0,46.595915686691434,:386923862_0,58
2022-12-6 23:2:0,47.30799996211236,669890462#1,58
2022-12-6 23:2:0,47.29306204254954,699863679#5,58
2022-12-6 23:2:0,52.017749953393135,765656383#0-AddedOffRampEdge,58
2022-12-6 23:2:0,59.21216624988449,765656381#3,58
2022-12-6 23:2:0,56.489343139079025,858935309,58
2022-12-6 23:2:0,47.92940762839334,:8871363611_0,58
2022-12-6 23:2:0,47.7363902719612,-37796191#4,58
2022-12-6 23:2:0,36.12132444863248,858915973#2,58
2022-12-6 23:2:0,49.6513708394431,-25746588#6,58
2022-12-6 23:2:0,52.10307435510587,765656383#0,58
2022-12-6 23:2:0,43.44795606878436,:2265599288_6,58
2022-12-6 23:2:0,46.67497913876729,25746632#4,58
2022-12-6 23:3:0,19.349234484052285,32691782#1,48
2022-12-6 23:3:0,50.32667205067474,885610134#4,48
2022-12-6 23:3:0,44.24944181066158,24958252#0,48
2022-12-6 23:3:0,49.53034901433541,-26203176#0,48
2022-12-6 23:3:0,36.977898327397156,25746624#5,48
2022-12-6 23:3:0,50.943288812300786,700074885#17,48
2022-12-6 23:3:0,53.05621077848974,858915973#1,48
2022-12-6 23:3:0,41.59636482065472,41336031#14,48
2022-12-6 23:3:0,52.99915775862663,28664899-AddedOnRampEdge,48
2022-12-6 23:3:0,46.82684801906806,28664899,48
2022-12-6 23:3:0,46.980344500298514,26729390#3,48
2022-12-6 23:3:0,40.4292348029581,669890462#15,48
2022-12-6 23:3:0,47.203659627991236,:278876162_0,48
2022-12-6 23:3:0,40.76269586598493,:6568207746_2,48
2022-12-6 23:3:0,58.805878857463235,858915972#4-AddedOffRampEdge,48
2022-12-6 23:3:0,53.87069713906596,52244427#6,48
2022-12-6 23:3:0,52.1599802303128,819221583,48
2022-12-6 23:3:0,47.37752264085519,52244427#14,48
2022-12-6 23:3:0,47.085412450364245,32226001#1,48
2022-12-6 23:3:0,53.40494288325522,883292352#2,48
2022-12-6 23:3:0,44.3257675284302,886672181,48
2022-12-6 23:3:0,55.66875769576881,-217280781#1,48
2022-12-6 23:3:0,52.06459064719051,654745276#8,48
2022-12-6 23:3:0,44.75823118035681,:315025490_6,48
2022-12-6 23:3:0,46.44028504262531,765656384#5,48
2022-12-6 23:3:0,47.70618171948486,:272513533_0,48
2022-12-6 23:3:0,46.97332014953448,-26729390#2,48
2022-12-6 23:3:0,51.240824351130186,25584650#3-AddedOffRampEdge,48
