dateandtime,spdK/m,edge,vehDen
2022-12-19 10:2:0,39.83245352771426,906984715#1,744
2022-12-19 10:2:0,25.698885090988483,:286839686_2,744
2022-12-19 10:2:0,43.71567563489633,654745275#6,744
2022-12-19 10:2:0,50.99047740260572,700074885#19,744
2022-12-19 10:2:0,43.478380712096126,700074885#23,744
2022-12-19 10:2:0,50.11369586412979,41336031#8,744
2022-12-19 10:2:0,0.0,768258462#0,744
2022-12-19 10:2:0,41.94739483945884,699651625#1,744
2022-12-19 10:2:0,43.50673161260368,656524350,744
2022-12-19 10:2:0,46.59158641028578,32690553#6,744
2022-12-19 10:2:0,0.0,650705746,744
2022-12-19 10:2:0,38.56133920983406,894550196#0,744
2022-12-19 10:2:0,40.378150584572516,217280781#3,744
2022-12-19 10:2:0,0.0,650705746,744
2022-12-19 10:2:0,46.25848807843369,28495635#0-AddedOffRampEdge,744
2022-12-19 10:2:0,41.1695133309419,939250971,744
2022-12-19 10:2:0,54.292711460750574,41336031#10,744
2022-12-19 10:2:0,43.435979800715444,656524350,744
2022-12-19 10:2:0,48.657385628156,26520591#0,744
2022-12-19 10:2:0,31.54435952678217,24958252#0,744
2022-12-19 10:2:0,39.26440522019449,26203057,744
2022-12-19 10:2:0,41.91521775289777,859375453,744
2022-12-19 10:2:0,32.10100874855671,-26202643#0,744
2022-12-19 10:2:0,24.26510818306853,:6479606083_3,744
2022-12-19 10:2:0,49.10319677892802,819202035,744
2022-12-19 10:2:0,50.059640402229306,564555056#7,744
2022-12-19 10:2:0,43.1562380656174,885839350#0,744
2022-12-19 10:2:0,0.0,765656381#3-AddedOnRampEdge,744
2022-12-19 10:2:0,38.68792222415543,772236620#6,744
2022-12-19 10:2:0,40.20891539250872,700675428,744
2022-12-19 10:2:0,40.87259333535875,656524350,744
2022-12-19 10:2:0,17.03331527494977,-37796191#0,744
2022-12-19 10:2:0,53.71425937571298,:286958104_3,744
2022-12-19 10:2:0,45.70944234800032,28582639#11,744
2022-12-19 10:2:0,40.78649845428609,24958252#0,744
2022-12-19 10:2:0,33.51867337138496,850927448,744
2022-12-19 10:2:0,38.290103845156075,25584538#5,744
2022-12-19 10:2:0,34.48561939958799,940974902#0,744
2022-12-19 10:2:0,52.80360752547536,940974903#3-AddedOnRampEdge,744
2022-12-19 10:2:0,32.663632733857185,:272513536_0,744
2022-12-19 10:2:0,50.264995852454476,699651628#1-AddedOffRampEdge,744
2022-12-19 10:2:0,46.446816364136694,906984715#1,744
2022-12-19 10:2:0,54.85994634876306,699863679#0,744
2022-12-19 10:2:0,50.31665552359875,819202035,744
2022-12-19 10:2:0,49.83231419046406,:2509945673_0,744
2022-12-19 10:2:0,41.21527272646764,41336031#4,744
2022-12-19 10:2:0,49.36632024805343,-363326180,744
2022-12-19 10:2:0,46.400799171525755,-26195753#4,744
2022-12-19 10:2:0,39.586181400128964,:6570524676_0,744
2022-12-19 10:2:0,52.415935938131824,669890462#5,744
2022-12-19 10:2:0,0.0,26253959#2,744
2022-12-19 10:2:0,47.068056586326875,700074885#23-AddedOffRampEdge,744
2022-12-19 10:2:0,0.0,819585395#7,744
2022-12-19 10:2:0,46.32363083283422,669890458#18-AddedOffRampEdge,744
2022-12-19 10:2:0,30.2689431840241,37796191#5,744
2022-12-19 10:2:0,41.37716855463772,:6568148757_0,744
2022-12-19 10:2:0,43.61435419370735,:6579848246_0,744
2022-12-19 10:2:0,50.35005468104563,700673538,744
2022-12-19 10:2:0,40.70697714913829,700074885#13,744
2022-12-19 10:2:0,49.7353525015664,:6574850837_0,744
2022-12-19 10:2:0,0.0,765656381#3-AddedOnRampEdge,744
2022-12-19 10:2:0,47.13638725215791,178336794#0,744
2022-12-19 10:2:0,50.34568144626658,700074885#0-AddedOnRampEdge,744
2022-12-19 10:2:0,38.627713960903904,858935302,744
2022-12-19 10:2:0,0.0,765656381#5,744
2022-12-19 10:2:0,45.90740135045283,858935302,744
2022-12-19 10:2:0,35.362434719650025,28664899-AddedOnRampEdge,744
2022-12-19 10:2:0,43.352809588630066,858935302,744
2022-12-19 10:2:0,48.46089034401472,770590111#2,744
2022-12-19 10:2:0,47.21754747461638,858935302,744
2022-12-19 10:2:0,37.75727959577845,-178543139#2,744
2022-12-19 10:2:0,0.0,765656381#3,744
2022-12-19 10:2:0,0.0,768258462#0,744
2022-12-19 10:2:0,14.286534857771091,819221586#0,744
2022-12-19 10:2:0,43.74748493545135,41336031#12,744
2022-12-19 10:2:0,47.60297700811574,215629009#3,744
2022-12-19 10:2:0,49.14236908623532,28582639#7,744
2022-12-19 10:2:0,55.52117878592062,-215628998#0,744
2022-12-19 10:2:0,49.963127963850035,939250966#10-AddedOnRampEdge,744
2022-12-19 10:2:0,47.28962270890288,564555056#0-AddedOffRampEdge,744
2022-12-19 10:2:0,39.118943114778986,25584525#8,744
2022-12-19 10:2:0,48.011913481101395,26195270#6-AddedOffRampEdge,744
2022-12-19 10:2:0,47.31938332616777,858935302,744
2022-12-19 10:2:0,39.9067731792553,-217280773#5,744
2022-12-19 10:2:0,48.10618262712148,669890458#1,744
2022-12-19 10:2:0,41.785311591592404,700074885#0,744
2022-12-19 10:2:0,43.79276755283614,32690553#2,744
2022-12-19 10:2:0,0.0,26253959#2,744
2022-12-19 10:2:0,45.87836422515348,37789102#9,744
2022-12-19 10:2:0,46.9681389472189,859375453,744
2022-12-19 10:2:0,33.527011096960415,24958252#0,744
2022-12-19 10:2:0,46.336992576342126,24958252#0,744
2022-12-19 10:2:0,38.85553464039786,819202034,744
2022-12-19 10:2:0,44.684512019872614,819202035,744
2022-12-19 10:2:0,37.650793078630464,894550194#3,744
2022-12-19 10:2:0,0.0,650705746,744
2022-12-19 10:2:0,43.33628505429273,-28616980#3,744
2022-12-19 10:2:0,42.89428566437329,819202035,744
2022-12-19 10:2:0,51.36834477763331,819202035,744
2022-12-19 10:2:0,42.46536523187986,700673538,744
2022-12-19 10:2:0,35.568073638848624,28582639#9-AddedOnRampEdge,744
2022-12-19 10:2:0,46.41242313187047,37718132#2,744
2022-12-19 10:2:0,47.71586398352994,32690553#3,744
2022-12-19 10:2:0,39.58941213156863,32692809#0,744
2022-12-19 10:2:0,46.90716210208494,32690567#12,744
2022-12-19 10:2:0,31.32121694110708,-32659807#2,744
2022-12-19 10:2:0,45.70879330008822,:2251061744_4,744
2022-12-19 10:2:0,1.6198380022191006,29982808#2,744
2022-12-19 10:2:0,46.468098631400416,906984715#1-AddedOffRampEdge,744
