dateandtime,spdK/m,edge,vehDen
2022-12-15 5:2:0,52.13414725046951,-38329665#2,17
2022-12-15 5:2:0,37.26841340190094,671744652#0,17
2022-12-15 5:2:0,40.765291909833174,564555056#0-AddedOffRampEdge,17
2022-12-15 5:2:0,29.153269115721255,:286839686_2,17
2022-12-15 5:2:0,39.466765564426574,25746572#3,17
2022-12-15 5:2:0,12.202739666327835,37718132#3,17
2022-12-15 5:2:0,50.58358896548599,37099917#2,17
2022-12-15 5:2:0,41.42691841345655,669890458#5,17
2022-12-15 5:2:0,43.94832064770189,650714381#5,17
2022-12-15 5:2:0,50.745946200733066,41336031#12,17
2022-12-15 5:2:0,41.29476765430091,669890462#15-AddedOffRampEdge,17
2022-12-15 5:2:0,45.27960962830858,25584525#4,17
2022-12-15 5:2:0,52.83881639449283,37711813#3,17
2022-12-15 5:2:0,46.22364408259222,652130052,17
2022-12-15 5:2:0,44.32106815292767,-182371965#3,17
2022-12-15 5:2:0,44.38060270853825,25746624#5,17
2022-12-15 5:2:0,45.791605862695725,215629009#0,17
2022-12-15 5:3:0,50.9744638472668,699651628#0,17
2022-12-15 5:3:0,53.40289770332511,:6572911080_0,17
2022-12-15 5:3:0,41.04777123763852,29982808#2,17
2022-12-15 5:3:0,37.37658294732937,940974905#1,17
2022-12-15 5:3:0,52.46757658500712,26203214#3,17
2022-12-15 5:3:0,39.48850289162041,25746572#7,17
2022-12-15 5:3:0,48.00576328102448,700675428,17
2022-12-15 5:3:0,49.66011902070344,25584650#1,17
2022-12-15 5:3:0,43.23391459550151,37711813#0,17
2022-12-15 5:3:0,43.30361729362075,906984715#1,17
2022-12-15 5:3:0,50.24903599660005,772236620#9,17
2022-12-15 5:3:0,44.225893688011226,669890458#7,17
2022-12-15 5:3:0,44.23962901737356,26195270#3,17
2022-12-15 5:3:0,49.75618942919317,765656384#1,17
2022-12-15 5:3:0,44.85792911558896,37711813#3,17
2022-12-15 5:3:0,56.6252335746194,701104139#3,17
2022-12-15 5:3:0,42.541989078566516,819585395#1-AddedOnRampEdge,17
2022-12-15 5:4:0,41.55933934829164,26203057,20
2022-12-15 5:4:0,47.20955740006843,819585395#7,20
2022-12-15 5:4:0,55.499094114828594,28581388#0,20
2022-12-15 5:4:0,48.22028411027657,:278877523_0,20
2022-12-15 5:4:0,25.934334058414265,:cluster_6510095973_6510095975_9,20
2022-12-15 5:4:0,41.6962500641837,883292352#1-AddedOffRampEdge,20
2022-12-15 5:4:0,47.55602371818585,939250971,20
2022-12-15 5:4:0,48.74254628056217,700675428,20
2022-12-15 5:4:0,35.928968763149754,-25584591#0,20
2022-12-15 5:4:0,49.358499404105544,:386923861_0,20
2022-12-15 5:4:0,40.594265305018325,885610134#4,20
2022-12-15 5:4:0,28.63980212286876,:cluster_367884781_6570524756_3,20
