dateandtime,spdK/m,edge,vehDen
2022-12-6 9:2:0,43.45424246148272,564577984#2,743
2022-12-6 9:2:0,45.57797864021753,883292350#0-AddedOffRampEdge,743
2022-12-6 9:2:0,45.453295016666615,-26221563#0,743
2022-12-6 9:2:0,50.82009013396352,859375453,743
2022-12-6 9:2:0,45.36595911442017,26195767#3,743
2022-12-6 9:2:0,48.476892683713814,939250978#0,743
2022-12-6 9:2:0,42.84917995424487,939250970,743
2022-12-6 9:2:0,46.541365850464096,906984715#1-AddedOffRampEdge,743
2022-12-6 9:2:0,46.157777961903115,24958252#0,743
2022-12-6 9:2:0,40.935870040248695,:6273610477_0,743
2022-12-6 9:2:0,0.0,182371968#3,743
2022-12-6 9:2:0,43.3783770184228,885948880#4,743
2022-12-6 9:2:0,44.92758399951696,906984715#0,743
2022-12-6 9:2:0,0.0,26520591#0,743
2022-12-6 9:2:0,45.61535897912438,26026774#3,743
2022-12-6 9:2:0,23.950607287253533,-182371956#1,743
2022-12-6 9:2:0,46.92236680236152,859375453,743
2022-12-6 9:2:0,41.36310617968016,701104139#6-AddedOffRampEdge,743
2022-12-6 9:2:0,46.889446348421934,700074885#0-AddedOnRampEdge,743
2022-12-6 9:2:0,40.07857298523442,38329665#9,743
2022-12-6 9:2:0,17.509816673009457,:8074011445_2,743
2022-12-6 9:2:0,43.99370583019589,656524350,743
2022-12-6 9:2:0,15.805934062255126,-182371968#3,743
2022-12-6 9:2:0,0.005533945766381516,26202694#3,743
2022-12-6 9:2:0,43.89629411180453,885610137,743
2022-12-6 9:2:0,29.149469196209687,885610137,743
2022-12-6 9:2:0,52.32372998023238,24958252#0,743
2022-12-6 9:2:0,53.93991120976246,699695785#0,743
2022-12-6 9:2:0,30.366604167372024,:8707502428_0,743
2022-12-6 9:2:0,21.479394203733335,770590111#2,743
2022-12-6 9:2:0,47.07063509962741,178336809#8,743
2022-12-6 9:2:0,42.8943827579925,906984715#0,743
2022-12-6 9:2:0,54.880920015024934,29982808#3-AddedOnRampEdge,743
2022-12-6 9:2:0,52.88123340893626,652130052,743
2022-12-6 9:2:0,52.886019271325914,24958252#0,743
2022-12-6 9:2:0,53.29165936241556,37789106,743
2022-12-6 9:2:0,32.460301280449585,693475727,743
2022-12-6 9:2:0,0.0,26520591#0,743
2022-12-6 9:2:0,50.25104871301603,894550194#3-AddedOffRampEdge,743
2022-12-6 9:2:0,38.5509818705864,700074885#19,743
2022-12-6 9:2:0,52.66601876222278,652130052,743
2022-12-6 9:2:0,46.64335425175502,-217280772#5,743
2022-12-6 9:2:0,46.37869295724071,37789107#1,743
2022-12-6 9:2:0,45.81763039264347,894550195#2,743
2022-12-6 9:2:0,50.4226286029154,700084841#0,743
2022-12-6 9:2:0,43.785200689030546,:7119891513_0,743
2022-12-6 9:2:0,41.55009967646832,26520591#0,743
2022-12-6 9:2:0,0.0,650705746,743
2022-12-6 9:2:0,36.58360989871828,564555056#0-AddedOffRampEdge,743
2022-12-6 9:2:0,44.77940480839321,26520591#0,743
2022-12-6 9:2:0,35.47418695570341,939250973,743
2022-12-6 9:2:0,47.006801256109846,850927457,743
2022-12-6 9:2:0,39.00727180586006,883292352#1-AddedOffRampEdge,743
2022-12-6 9:2:0,0.0,26520591#0,743
2022-12-6 9:2:0,46.2541825594161,656524350,743
2022-12-6 9:2:0,43.09828238092035,-652088553#15,743
2022-12-6 9:2:0,45.56534105832917,656524350,743
2022-12-6 9:2:0,43.4531260181817,-26253962#7,743
2022-12-6 9:2:0,47.71046117281669,29982808#3-AddedOnRampEdge,743
2022-12-6 9:2:0,39.328065445261764,939250966#10,743
2022-12-6 9:2:0,46.00298380579637,819585395#1-AddedOnRampEdge,743
2022-12-6 9:2:0,39.59272878724378,28495635#6,743
2022-12-6 9:2:0,44.21592439456653,26520591#0,743
2022-12-6 9:2:0,37.23324007047919,41336031#8,743
2022-12-6 9:2:0,40.21900019822811,858935315,743
2022-12-6 9:2:0,38.481698306285395,765656381#1,743
2022-12-6 9:2:0,44.74780581435094,32659640#2,743
2022-12-6 9:2:0,35.37687389713455,26195744#8,743
2022-12-6 9:2:0,46.114548950804654,28582639#13,743
2022-12-6 9:2:0,33.16825427070929,819202035,743
2022-12-6 9:2:0,42.94628367062791,28582639#11,743
2022-12-6 9:2:0,47.63508279031671,-675093183#2,743
2022-12-6 9:2:0,33.74035171925989,:4325415900_6,743
2022-12-6 9:2:0,48.82450441178071,819221586#3,743
2022-12-6 9:2:0,12.58953980261069,939250966#10,743
2022-12-6 9:2:0,34.389097296173,669890462#13,743
2022-12-6 9:2:0,11.3902270781109,:2265599292_7,743
2022-12-6 9:2:0,36.136510364809055,858935302,743
2022-12-6 9:2:0,49.09834174091358,650714381#5-AddedOffRampEdge,743
2022-12-6 9:2:0,45.124664733025966,650714381#6,743
2022-12-6 9:2:0,0.4851100221834233,40579529#0,743
2022-12-6 9:2:0,37.92876081715152,564555056#0-AddedOffRampEdge,743
2022-12-6 9:2:0,44.72934330560003,:cluster_442349879_6572827937_6,743
2022-12-6 9:2:0,42.474703300146864,850927448,743
2022-12-6 9:2:0,51.46655897987657,694211551#1-AddedOnRampEdge,743
2022-12-6 9:2:0,15.80346430918202,178543139#0,743
2022-12-6 9:2:0,36.01625253697076,564555056#0,743
