dateandtime,spdK/m,edge,vehDen
2022-12-20 12:2:0,51.02395410018925,940974903#3-AddedOnRampEdge,442
2022-12-20 12:2:0,35.93758270601909,669890462#15-AddedOffRampEdge,442
2022-12-20 12:2:0,33.294383541183855,28582639#13,442
2022-12-20 12:2:0,41.57142161037702,307882386#0,442
2022-12-20 12:2:0,50.47157585154958,564555056#0,442
2022-12-20 12:2:0,34.226336725185924,772236620#21,442
2022-12-20 12:2:0,37.83125410087001,669890462#15-AddedOffRampEdge,442
2022-12-20 12:2:0,43.754797890970266,307882386#0,442
2022-12-20 12:2:0,39.97211033241177,:4325417427_2,442
2022-12-20 12:2:0,55.54045503384014,26195744#7,442
2022-12-20 12:2:0,15.474391077244658,700084841#0,442
2022-12-20 12:2:0,44.75735277511758,850927457,442
2022-12-20 12:2:0,0.0,765656381#3,442
2022-12-20 12:2:0,38.70883613549754,29982808#3,442
2022-12-20 12:2:0,45.09932043093574,52244427#10,442
2022-12-20 12:2:0,42.36607844614336,28582639#5,442
2022-12-20 12:2:0,38.8305255375553,850839746,442
2022-12-20 12:2:0,39.51312890014235,819202035,442
2022-12-20 12:2:0,38.91879292335785,25584525#5,442
2022-12-20 12:2:0,44.69539176862961,41336031#8,442
2022-12-20 12:2:0,30.401041346692846,700084841#0,442
2022-12-20 12:2:0,39.36217326032997,772236620#21,442
2022-12-20 12:2:0,47.640215068024055,700074885#21,442
2022-12-20 12:2:0,51.353822730226334,178543139#0,442
2022-12-20 12:2:0,51.90795177341679,28582639#5,442
2022-12-20 12:2:0,52.42702702151187,25746638#1,442
2022-12-20 12:2:0,50.32222386426643,28582641#0,442
2022-12-20 12:2:0,52.63440143001308,52244427#10,442
2022-12-20 12:2:0,44.64137564182405,178336809#9,442
2022-12-20 12:2:0,42.51779530340709,32226001#5,442
2022-12-20 12:2:0,45.12079830922544,669890458#16,442
2022-12-20 12:2:0,39.67971313215946,765656384#3,442
2022-12-20 12:2:0,0.0,765656381#5,442
2022-12-20 12:2:0,31.090740453114574,41336031#14,442
2022-12-20 12:2:0,0.0,947628159#3,442
2022-12-20 12:2:0,45.550858556146146,:6572227332_2,442
2022-12-20 12:2:0,42.546069309947356,52244427#7,442
2022-12-20 12:2:0,35.52673232902357,-693684932#1,442
2022-12-20 12:2:0,46.52209884988797,906984715#1,442
2022-12-20 12:2:0,51.56472170898553,700673538,442
2022-12-20 12:2:0,38.88548713790408,669890462#15-AddedOffRampEdge,442
2022-12-20 12:2:0,43.678979318664474,32659640#2,442
2022-12-20 12:2:0,46.78310602739541,819221586#1,442
2022-12-20 12:2:0,47.281905120964005,29909499#4,442
2022-12-20 12:2:0,48.13584990063702,700673538,442
2022-12-20 12:2:0,54.24256999802471,894550196#0,442
2022-12-20 12:2:0,50.18538661708429,26026812#1,442
2022-12-20 12:2:0,38.514033298809075,217280770#4,442
2022-12-20 12:2:0,40.44483818560517,819585395#7,442
2022-12-20 12:2:0,48.62007862373261,700673538,442
2022-12-20 12:2:0,33.012732406638094,234806527#0,442
2022-12-20 12:2:0,43.06114620243756,693475726,442
2022-12-20 12:2:0,0.0,650705746,442
2022-12-20 12:2:0,48.82749377421964,24958252#0,442
2022-12-20 12:2:0,41.96858574959369,28582639#11,442
2022-12-20 12:2:0,45.23906187157949,24958252#0,442
2022-12-20 12:2:0,52.658103702279256,656524350,442
2022-12-20 12:2:0,49.0180990307411,37789102#17,442
2022-12-20 12:2:0,44.8030283340788,:6570389882_0,442
2022-12-20 12:2:0,24.604885632237963,:cluster_367871277_367875411_8047432276_13,442
2022-12-20 12:2:0,48.96354558112505,:cluster_317515083_7650321646_1,442
2022-12-20 12:2:0,46.642626656768385,:3665845597_0,442
2022-12-20 12:2:0,39.59204576214964,669890458#1-AddedOnRampEdge,442
2022-12-20 12:2:0,55.95176263863092,28582639#5,442
2022-12-20 12:2:0,14.680685102751323,700145115#2,442
2022-12-20 12:2:0,35.21233304975675,25584616#7,442
2022-12-20 12:2:0,38.31333546341855,:6574844048_4,442
2022-12-20 12:2:0,44.80240578346936,772236620#12,442
2022-12-20 12:2:0,50.19339211353587,669890462#13,442
2022-12-20 12:2:0,40.40247088452262,32659640#0,442
2022-12-20 12:2:0,38.27922436761694,:9134495896_1,442
2022-12-20 12:2:0,43.40806459433193,939250966#7,442
2022-12-20 12:2:0,40.06117743751422,819585395#10,442
2022-12-20 12:2:0,43.62709375097735,:278877392_6,442
2022-12-20 12:2:0,44.96896026906408,700673538,442
2022-12-20 12:2:0,43.85235242643017,32690567#19,442
2022-12-20 12:2:0,48.21297410807728,25584650#3,442
2022-12-20 12:2:0,45.16843750383139,850927448,442
2022-12-20 12:2:0,43.87994436817004,850927457,442
2022-12-20 12:2:0,25.036454559296565,-38550723#2,442
2022-12-20 12:2:0,55.76302217413877,700074885#23,442
2022-12-20 12:2:0,44.5554222683922,819585395#6,442
2022-12-20 12:2:0,51.509556164415,29982808#5,442
2022-12-20 12:2:0,50.95992738460766,652096512#0,442
2022-12-20 12:2:0,0.0,765656381#3,442
2022-12-20 12:2:0,51.377808533774044,939250966#10-AddedOnRampEdge,442
2022-12-20 12:2:0,45.45573361118518,26195753#4,442
2022-12-20 12:2:0,41.41655004300133,25584525#5,442
2022-12-20 12:2:0,46.633670753262656,29982808#3,442
2022-12-20 12:2:0,42.99944694427868,32659640#2,442
2022-12-20 12:2:0,48.334969699715856,:6570524711_4,442
2022-12-20 12:2:0,0.0,765656381#3,442
2022-12-20 12:2:0,44.93467660473311,37789107#2,442
2022-12-20 12:2:0,50.1333028830502,32690631#4,442
2022-12-20 12:2:0,45.665522236272906,700673538,442
2022-12-20 12:2:0,19.34717482320952,:286839686_1,442
2022-12-20 12:2:0,46.103646372663135,-26203057,442
2022-12-20 12:2:0,48.263183226677974,772236620#21,442
2022-12-20 12:2:0,50.22799279308965,850927457,442
2022-12-20 12:2:0,43.93234415137003,-26203057,442
2022-12-20 12:2:0,48.46656339022901,669890458#1,442
2022-12-20 12:2:0,40.07147864925488,-217280773#3,442
2022-12-20 12:2:0,36.691582125210914,-26195744#6,442
