dateandtime,spdK/m,edge,vehDen
2022-12-12 4:2:0,38.58472433981931,37718805#2,14
2022-12-12 4:2:0,47.91258881132646,32691636#1,14
2022-12-12 4:2:0,52.534837551969595,858915972#1,14
2022-12-12 4:2:0,38.221699156301604,-26203057,14
2022-12-12 4:2:0,49.98785746665537,25584525#19,14
2022-12-12 4:2:0,37.052838345948246,37718133#2,14
2022-12-12 4:2:0,33.513453745984336,363326175#6,14
2022-12-12 4:2:0,57.729776580485535,652130052,14
2022-12-12 4:2:0,47.439175611384364,564577984#3-AddedOffRampEdge,14
2022-12-12 4:2:0,54.95319028320654,28582639#13,14
2022-12-12 4:2:0,51.63374615650012,-25584594#1,14
2022-12-12 4:2:0,41.44589391714237,699926147#4,14
2022-12-12 4:2:0,54.599682893855366,25746624#1,14
2022-12-12 4:2:0,3.520083318629565,:8771565283_0,14
2022-12-12 4:3:0,48.72626595803133,37711813#3,14
2022-12-12 4:3:0,52.462429904998764,671744652#5,14
2022-12-12 4:3:0,40.58722137652436,:6572768969_13,14
2022-12-12 4:3:0,34.603629266216,26203057,14
2022-12-12 4:3:0,50.03215637202363,669890458#7,14
2022-12-12 4:3:0,20.312164174104808,:330056882_1,14
2022-12-12 4:3:0,48.47359918210151,:6572806030_4,14
2022-12-12 4:3:0,60.864886809776564,37711813#3,14
2022-12-12 4:3:0,48.79723655941353,25746572#6,14
2022-12-12 4:3:0,50.541029801297405,:669890458#1-AddedOnRampNode_0,14
2022-12-12 4:3:0,57.18214725177835,26206377#2,14
2022-12-12 4:3:0,41.47796621878906,939250965#0,14
2022-12-12 4:3:0,47.38317295521704,772236620#9,14
2022-12-12 4:3:0,40.15365603556498,178336809#9,14
2022-12-12 4:4:0,49.825383164738916,858935315,17
2022-12-12 4:4:0,41.20227783717813,32691754#1,17
2022-12-12 4:4:0,49.77703439683642,669890458#18-AddedOffRampEdge,17
2022-12-12 4:4:0,47.89400582748624,859375453,17
2022-12-12 4:4:0,46.75691053786741,939250965#0,17
2022-12-12 4:4:0,47.08978882311984,-182371966#2,17
2022-12-12 4:4:0,36.61651347988974,-28641545#0,17
2022-12-12 4:4:0,48.80827583152574,32691996#0,17
2022-12-12 4:4:0,21.614449506865434,:276611158_1,17
2022-12-12 4:4:0,46.77107056451418,772236620#6,17
2022-12-12 4:4:0,40.643356160017134,-26253962#6,17
2022-12-12 4:4:0,50.25002515931002,-25746588#4,17
2022-12-12 4:4:0,54.92561340017345,765656383#0-AddedOffRampEdge,17
2022-12-12 4:4:0,43.92395641545108,-699921235#4,17
2022-12-12 4:4:0,29.028583858301864,-32691689#2,17
2022-12-12 4:4:0,43.94123921589201,41336031#8,17
2022-12-12 4:4:0,39.320116078840705,-546671038,17
2022-12-12 4:5:0,42.806837422008456,25746632#5,13
2022-12-12 4:5:0,50.21392384427195,858935309,13
2022-12-12 4:5:0,17.999652246100084,768258462#0,13
2022-12-12 4:5:0,48.29408499078367,-25746577#2,13
2022-12-12 4:5:0,59.30698433552471,25584525#11,13
2022-12-12 4:5:0,45.50028266788674,699695781#1,13
2022-12-12 4:5:0,42.60987989536057,-26206348#0,13
2022-12-12 4:5:0,45.94668328787627,819585395#14-AddedOffRampEdge,13
2022-12-12 4:5:0,43.174991572891834,819221586#3,13
2022-12-12 4:5:0,40.02044758478965,25584650#1,13
2022-12-12 4:5:0,54.693712674343104,26195270#6,13
2022-12-12 4:5:0,39.21029627736506,25746638#5,13
2022-12-12 4:5:0,43.93937948523295,:cluster_442349879_6572827937_0,13
2022-12-12 4:6:0,44.24852753818941,971350102#1,13
2022-12-12 4:6:0,44.169745281905705,41336031#10,13
2022-12-12 4:6:0,46.54160706629612,-26729390#1,13
2022-12-12 4:6:0,20.533280182876396,-32690576#0,13
2022-12-12 4:6:0,50.529544761613636,:6570524678_1,13
2022-12-12 4:6:0,56.64563010592547,858935309,13
2022-12-12 4:6:0,44.72772493242896,888807595#5,13
2022-12-12 4:6:0,44.00556181218616,819202035,13
2022-12-12 4:6:0,38.14879807814169,25584525#6,13
2022-12-12 4:6:0,39.691690066203876,858935315,13
2022-12-12 4:6:0,55.1291429937641,25584650#3-AddedOffRampEdge,13
2022-12-12 4:6:0,39.51889329425838,858935315,13
2022-12-12 4:6:0,48.10234127269332,26203214#4-AddedOffRampEdge,13
2022-12-12 4:7:0,44.93091733683337,37711813#5-AddedOffRampEdge,14
2022-12-12 4:7:0,46.77093365854558,:8989953645_1,14
