dateandtime,spdK/m,edge,vehDen
2022-12-10 22:2:0,47.19306365892318,885610134#4-AddedOffRampEdge,148
2022-12-10 22:2:0,49.48520591035911,564577984#2,148
2022-12-10 22:2:0,48.34826547503119,25746572#6,148
2022-12-10 22:2:0,43.54534738473035,26195270#6-AddedOffRampEdge,148
2022-12-10 22:2:0,47.69826602601752,772236620#3,148
2022-12-10 22:2:0,50.98793906072358,26203214#4,148
2022-12-10 22:2:0,29.74089978045234,-25584604#0,148
2022-12-10 22:2:0,48.79999602979464,858915972#1,148
2022-12-10 22:2:0,24.226461193337272,-182371968#5,148
2022-12-10 22:2:0,43.12861794358689,26195744#8,148
2022-12-10 22:2:0,36.50960463982075,217280770#1,148
2022-12-10 22:2:0,43.79753053033228,178543139#0,148
2022-12-10 22:2:0,0.0,650705746,148
2022-12-10 22:2:0,35.891643733875945,765656383#0-AddedOffRampEdge,148
2022-12-10 22:2:0,41.25563792644979,25584538#2,148
2022-12-10 22:2:0,40.08488857675942,25746572#4,148
2022-12-10 22:2:0,42.644297628150866,26026774#3,148
2022-12-10 22:2:0,40.31277907119365,26026774#3,148
2022-12-10 22:2:0,55.586093270692395,940974905#1,148
2022-12-10 22:2:0,46.8161016701231,41336031#8,148
2022-12-10 22:2:0,15.888440577786698,25746572#9,148
2022-12-10 22:2:0,49.18119870346897,25746572#9,148
2022-12-10 22:2:0,49.36095355017964,699863679#2,148
2022-12-10 22:2:0,47.43903213519176,669890462#13,148
2022-12-10 22:2:0,40.00548854618334,28616967,148
2022-12-10 22:2:0,43.86151953247666,:cluster_287522801_442338119_6574844080_6574844081_6904513932_5,148
2022-12-10 22:2:0,47.564460180439184,25584650#3-AddedOffRampEdge,148
2022-12-10 22:2:0,39.835643089023826,-26203057,148
2022-12-10 22:2:0,44.28452117136871,25584525#21,148
2022-12-10 22:2:0,47.97576911150225,669890462#15,148
2022-12-10 22:2:0,54.543725959458406,819585395#10,148
2022-12-10 22:2:0,47.471483874145214,28566849#0,148
2022-12-10 22:2:0,45.160306175849094,28582639#7-AddedOffRampEdge,148
2022-12-10 22:2:0,58.218602755607755,888807595#1,148
2022-12-10 22:2:0,60.468278964145625,939250966#10-AddedOnRampEdge,148
2022-12-10 22:2:0,50.04609398272477,37789106,148
2022-12-10 22:2:0,43.39885462195337,671744652#4,148
2022-12-10 22:2:0,39.53419469999528,883292352#1,148
