dateandtime,spdK/m,edge,vehDen
2022-12-9 9:2:0,56.50826895998558,700675428,642
2022-12-9 9:2:0,47.13819502720218,699863679#2,642
2022-12-9 9:2:0,49.523364377775195,699863679#0,642
2022-12-9 9:2:0,50.514591824537966,28495635#0,642
2022-12-9 9:2:0,47.125676373368584,37789106,642
2022-12-9 9:2:0,40.24842718247205,859375453,642
2022-12-9 9:2:0,0.0,:8771565283_0,642
2022-12-9 9:2:0,53.10583362364962,307882386#2,642
2022-12-9 9:2:0,42.958992776389636,564555056#0,642
2022-12-9 9:2:0,40.844073569078475,-29982392#1,642
2022-12-9 9:2:0,32.478947327937924,700084841#0,642
2022-12-9 9:2:0,43.515331965919934,564577984#2,642
2022-12-9 9:2:0,13.706444493625314,699651628#0,642
2022-12-9 9:2:0,23.14401890423089,:2251061744_7,642
2022-12-9 9:2:0,44.34841252723642,-28641593#1,642
2022-12-9 9:2:0,46.23290478193067,890774197#1-AddedOnRampEdge,642
2022-12-9 9:2:0,56.74170725187855,885610137,642
2022-12-9 9:2:0,48.03340025025349,939250978#0,642
2022-12-9 9:2:0,42.2603001145134,858935302,642
2022-12-9 9:2:0,46.40155768891584,850927448,642
2022-12-9 9:2:0,41.50903479904019,850927457,642
2022-12-9 9:2:0,43.09406863488691,772236620#9,642
2022-12-9 9:2:0,37.03404068931896,939250966#10,642
2022-12-9 9:2:0,38.522369748360894,885948880#3,642
2022-12-9 9:2:0,50.787576684720975,939250966#10,642
2022-12-9 9:2:0,47.625904413332506,669890458#3,642
2022-12-9 9:2:0,56.120946040277175,700675428,642
2022-12-9 9:2:0,42.78502728488513,885610137,642
2022-12-9 9:2:0,43.8529035549426,37711813#0,642
2022-12-9 9:2:0,36.76833094566711,858935302,642
2022-12-9 9:2:0,0.0,650705746,642
2022-12-9 9:2:0,45.8218142868505,850927448,642
2022-12-9 9:2:0,42.47562929866917,819202035,642
2022-12-9 9:2:0,39.60235513129123,26520591#0,642
2022-12-9 9:2:0,41.07097015602619,28664899,642
2022-12-9 9:2:0,41.80072297009939,28495635#0,642
2022-12-9 9:2:0,54.58708891138727,890774197#2,642
2022-12-9 9:2:0,44.973732038662654,26026774#3,642
2022-12-9 9:2:0,21.636566283216787,25584604#1,642
2022-12-9 9:2:0,41.12698236018036,28582639#7,642
2022-12-9 9:2:0,41.833768573235076,819585395#14-AddedOffRampEdge,642
2022-12-9 9:2:0,42.500470897105345,890774197#1,642
2022-12-9 9:2:0,42.455101370642694,939250978#0,642
2022-12-9 9:2:0,0.0,51799432#2,642
2022-12-9 9:2:0,41.03944043878296,700074885#19,642
2022-12-9 9:2:0,0.0,:8771565273_2,642
2022-12-9 9:2:0,54.269375877868214,939250966#0-AddedOffRampEdge,642
2022-12-9 9:2:0,14.908024053313868,-699926118,642
2022-12-9 9:2:0,40.87787632237338,-26203057,642
2022-12-9 9:2:0,43.17244106013988,28664899,642
2022-12-9 9:2:0,46.75831244734674,26026812#1,642
2022-12-9 9:2:0,53.316546343704694,772236620#3,642
2022-12-9 9:2:0,36.36397108756751,-693684932#1,642
2022-12-9 9:2:0,44.30000301430983,564555056#0,642
2022-12-9 9:2:0,58.8373529330458,858935302,642
2022-12-9 9:2:0,49.6172449048217,178336809#7,642
2022-12-9 9:2:0,45.18038067021177,564555056#0,642
2022-12-9 9:2:0,38.028848141860536,699863679#0,642
2022-12-9 9:2:0,41.24185277371528,858935302,642
2022-12-9 9:2:0,50.40194493438412,38071249#0,642
2022-12-9 9:2:0,46.935662568057644,669890462#13,642
2022-12-9 9:2:0,50.17464255675768,28582639#9,642
2022-12-9 9:2:0,44.37094690218427,906984715#1,642
2022-12-9 9:2:0,41.87150357919006,858935302,642
2022-12-9 9:2:0,51.773175869283826,178336794#0,642
2022-12-9 9:2:0,41.12943258983607,652130052,642
2022-12-9 9:2:0,51.36137580143282,858913992#0,642
2022-12-9 9:2:0,49.57723556081968,699863679#2,642
2022-12-9 9:2:0,41.1109303312942,819585395#6,642
2022-12-9 9:2:0,40.73705329284695,-182371961#2,642
2022-12-9 9:2:0,45.2711345616091,858935302,642
2022-12-9 9:2:0,28.641256126238634,:cluster_2265599280_6572911077_6572911079_1,642
2022-12-9 9:2:0,47.94040295630294,564555056#8,642
2022-12-9 9:2:0,23.91565296554746,:6479606083_3,642
2022-12-9 9:2:0,42.97100211969799,850927448,642
2022-12-9 9:2:0,57.190514054198694,-178543139#2,642
2022-12-9 9:2:0,52.07340827954708,850927453#3-AddedOffRampEdge,642
2022-12-9 9:2:0,41.66270198560828,885610134#3-AddedOnRampEdge,642
2022-12-9 9:2:0,38.12343327830777,28582639#3,642
2022-12-9 9:2:0,41.71229750521582,819202035,642
2022-12-9 9:2:0,42.56882862399735,858935302,642
2022-12-9 9:2:0,60.661263077522364,700673538,642
2022-12-9 9:2:0,44.23887160420582,652096512#0,642
2022-12-9 9:2:0,32.89829638640991,-26195744#0,642
2022-12-9 9:2:0,50.54837557376281,939250966#7,642
2022-12-9 9:2:0,42.609587839392724,28582639#9-AddedOnRampEdge,642
2022-12-9 9:2:0,43.541658060029185,217280770#4,642
2022-12-9 9:2:0,42.48262714553638,32690553#2,642
2022-12-9 9:2:0,41.93564257190891,26195270#6,642
2022-12-9 9:2:0,44.408739163142776,700675428,642
2022-12-9 9:2:0,51.2367861818137,:2349727149_1,642
2022-12-9 9:2:0,44.505329286787386,819585395#8,642
2022-12-9 9:2:0,51.740184756367206,41336031#1,642
2022-12-9 9:2:0,44.448577584177066,885610134#3-AddedOnRampEdge,642
2022-12-9 9:2:0,49.79960410455314,772236620#21,642
2022-12-9 9:2:0,49.18541928240118,859375453,642
2022-12-9 9:2:0,46.1798849025949,939250970,642
2022-12-9 9:2:0,1.0567302615037164,26451056#0,642
2022-12-9 9:2:0,53.44002321963238,217280772#4,642
2022-12-9 9:2:0,35.52909815815218,939250965#0,642
2022-12-9 9:2:0,40.27646193892391,859375453,642
2022-12-9 9:2:0,44.32450713231728,29909499#1-AddedOnRampEdge,642
2022-12-9 9:2:0,47.84848276740736,669890462#15,642
2022-12-9 9:2:0,51.31319860147441,564642358#0,642
2022-12-9 9:2:0,50.81073435077857,656524350,642
2022-12-9 9:2:0,0.0,650705746,642
2022-12-9 9:2:0,17.669363471855508,819202035,642
2022-12-9 9:2:0,0.0,947628159#3,642
2022-12-9 9:2:0,44.5850390359376,939250973,642
2022-12-9 9:2:0,42.25706578845965,24958252#0,642
2022-12-9 9:2:0,43.32446345518832,52244427#10,642
2022-12-9 9:2:0,0.04559359069611437,25584523#5,642
2022-12-9 9:2:0,44.84770026018786,29982808#3,642
2022-12-9 9:2:0,51.94674831501424,32690620#7,642
2022-12-9 9:2:0,52.0408070799724,669890462#15,642
2022-12-9 9:2:0,50.557102821284076,28582639#11,642
2022-12-9 9:2:0,0.0,650705746,642
2022-12-9 9:2:0,49.62353389453904,850839746,642
2022-12-9 9:2:0,25.97710279025496,52244427#10,642
2022-12-9 9:2:0,45.756527021553666,:284141728_2,642
2022-12-9 9:2:0,52.66431916683368,669890462#13,642
2022-12-9 9:2:0,47.192300491339985,939250979#1,642
2022-12-9 9:2:0,47.44071613448185,765656381#3,642
2022-12-9 9:2:0,50.08283354536955,-182371966#4,642
2022-12-9 9:2:0,35.69735108399811,-25584589#3,642
2022-12-9 9:2:0,43.51560259157923,52244427#14,642
2022-12-9 9:2:0,47.36925450975318,37711813#3,642
2022-12-9 9:2:0,51.726326859201244,-32691996#0,642
2022-12-9 9:2:0,41.24503263677485,25584535#2,642
2022-12-9 9:2:0,43.43395825833618,29982808#3-AddedOnRampEdge,642
2022-12-9 9:2:0,35.527001642307184,939250973,642
2022-12-9 9:2:0,46.78168611800319,765656381#3,642
2022-12-9 9:2:0,46.186515992789765,701104139#4,642
2022-12-9 9:2:0,0.0003631443834305054,819585395#7,642
2022-12-9 9:2:0,48.23590718737995,29982808#5,642
2022-12-9 9:2:0,47.068884532515185,669890462#15,642
2022-12-9 9:2:0,45.389628937149354,819221586#1,642
2022-12-9 9:2:0,46.02917886762054,885610134#4,642
2022-12-9 9:2:0,39.714352060763424,25746624#0,642
2022-12-9 9:2:0,41.774364172135535,28582639#9-AddedOnRampEdge,642
2022-12-9 9:2:0,0.0,25746572#3,642
2022-12-9 9:2:0,53.89604455605139,888224699#1,642
2022-12-9 9:2:0,52.248442587825046,37718132#6,642
2022-12-9 9:2:0,47.62633649567365,:270749322_0,642
2022-12-9 9:2:0,49.94014555407003,940974902#0-AddedOffRampEdge,642
2022-12-9 9:2:0,48.245035603389105,37711813#5,642
2022-12-9 9:2:0,46.31970762599467,699691940#10-AddedOffRampEdge,642
2022-12-9 9:2:0,46.18203862914335,178336809#8,642
2022-12-9 9:2:0,50.77381436541202,700673538,642
2022-12-9 9:2:0,46.969427177429615,26203214#4,642
2022-12-9 9:2:0,47.181899925097134,700673538,642
2022-12-9 9:2:0,43.86067362531044,25584530#0,642
2022-12-9 9:2:0,49.40148179379858,25746572#3,642
2022-12-9 9:2:0,55.71390324610211,850927453#4-AddedOffRampEdge,642
2022-12-9 9:2:0,45.77569689241276,669890458#18,642
2022-12-9 9:2:0,50.51941699752915,206000690#2,642
2022-12-9 9:2:0,39.42865841532143,669890458#3,642
2022-12-9 9:2:0,43.44039113305106,772236620#4,642
2022-12-9 9:2:0,47.73104264154062,-26520995,642
2022-12-9 9:2:0,46.23910204405784,26195270#4,642
2022-12-9 9:2:0,43.43110984780817,883292352#1,642
2022-12-9 9:2:0,58.20160145305794,669890462#15-AddedOffRampEdge,642
2022-12-9 9:2:0,44.22623318985044,26195753#4,642
2022-12-9 9:2:0,46.82476335495472,37711813#3,642
2022-12-9 9:2:0,55.275067211964725,-26195753#2,642
2022-12-9 9:2:0,41.896068787985314,890774197#1,642
2022-12-9 9:2:0,57.7318768926757,26203214#4-AddedOffRampEdge,642
2022-12-9 9:2:0,40.48363956652527,772236620#3,642
2022-12-9 9:2:0,47.932638641796984,32691832#5,642
2022-12-9 9:2:0,43.77501887310215,772236620#21,642
2022-12-9 9:2:0,48.22608734292225,650714381#6,642
2022-12-9 9:2:0,34.0168507670134,29982808#3-AddedOnRampEdge,642
2022-12-9 9:2:0,36.050509770802975,41336031#14,642
2022-12-9 9:2:0,55.02564993528252,25584523#5,642
2022-12-9 9:2:0,40.73113803451547,819585396,642
2022-12-9 9:2:0,51.125139198232006,669890462#13,642
2022-12-9 9:2:0,47.48239411883591,-37099917#2,642
2022-12-9 9:2:0,50.88326183000762,939250966#10-AddedOnRampEdge,642
2022-12-9 9:2:0,48.8068610064472,52244427#10,642
2022-12-9 9:2:0,39.267616416540505,26203719#2,642
2022-12-9 9:2:0,38.70013511614381,883292352#1,642
2022-12-9 9:2:0,41.650509515441804,26221563#0,642
2022-12-9 9:2:0,39.31163870943166,863793426#8,642
2022-12-9 9:2:0,13.606499889102755,:7937930785_0,642
