dateandtime,spdK/m,edge,vehDen
2022-12-15 14:2:0,37.50349270639332,26203214#4-AddedOffRampEdge,197
2022-12-15 14:2:0,0.0,650705746,197
2022-12-15 14:2:0,43.342266205571164,850927457,197
2022-12-15 14:2:0,33.53675987768391,32691561#4,197
2022-12-15 14:2:0,39.98060843508232,940974903#10,197
2022-12-15 14:2:0,42.9719985326905,819202034,197
2022-12-15 14:2:0,43.35267819901282,:6572611865_0,197
2022-12-15 14:2:0,40.09027264346414,52244427#10,197
2022-12-15 14:2:0,42.74367711401135,939250978#1,197
2022-12-15 14:2:0,44.017741595979004,700675428,197
2022-12-15 14:2:0,40.94284637467115,859375457#3-AddedOnRampEdge,197
2022-12-15 14:2:0,0.0,765656381#5,197
2022-12-15 14:2:0,41.159516186280726,26195270#6-AddedOffRampEdge,197
2022-12-15 14:2:0,45.80456285147005,888807595#1-AddedOnRampEdge,197
2022-12-15 14:2:0,43.69419676766369,850927448,197
2022-12-15 14:2:0,42.08241443692258,894550196#0,197
2022-12-15 14:2:0,0.0,947628159#0,197
2022-12-15 14:2:0,43.3018808622254,:6570524732_0,197
2022-12-15 14:2:0,44.85580274616225,859375448#4,197
2022-12-15 14:2:0,42.05731821484718,217280770#5,197
2022-12-15 14:2:0,46.43558958760473,28582639#9-AddedOnRampEdge,197
2022-12-15 14:2:0,52.676404340895616,393878336#0,197
2022-12-15 14:2:0,52.22817064369369,656524350,197
2022-12-15 14:2:0,46.263702566236546,32690631#1,197
2022-12-15 14:2:0,39.980576494165774,699863679#2,197
2022-12-15 14:2:0,51.34146802154039,883292352#1-AddedOffRampEdge,197
2022-12-15 14:2:0,43.10356715733357,772236620#3,197
2022-12-15 14:2:0,45.47461335234623,25746621#3,197
2022-12-15 14:2:0,0.0,765656381#5,197
2022-12-15 14:2:0,46.91473146372517,-25584622,197
2022-12-15 14:2:0,49.311833600333195,26203214#4,197
2022-12-15 14:2:0,0.0,765656381#5,197
2022-12-15 14:2:0,50.570455735749555,41336031#4,197
2022-12-15 14:2:0,51.447998410963656,669890462#13,197
2022-12-15 14:2:0,50.396173669565734,906984715#1,197
2022-12-15 14:2:0,53.80337521082256,:2251061629_7,197
2022-12-15 14:2:0,36.496165395358446,26203214#3-AddedOnRampEdge,197
2022-12-15 14:2:0,53.22728140278086,819202035,197
2022-12-15 14:2:0,45.159285640985686,26203214#4-AddedOffRampEdge,197
2022-12-15 14:2:0,37.0532195547068,772236620#2,197
2022-12-15 14:2:0,49.811012096948204,26193439#5,197
2022-12-15 14:2:0,56.456028649302596,26195744#4,197
2022-12-15 14:2:0,55.83062949253379,858935315,197
2022-12-15 14:2:0,0.0,947628159#0,197
2022-12-15 14:2:0,52.11842424963641,37711813#7,197
2022-12-15 14:2:0,51.638927536399805,671744652#5,197
2022-12-15 14:2:0,51.549206651266346,700074885#15,197
2022-12-15 14:2:0,28.653860012562944,26520591#0,197
2022-12-15 14:2:0,47.52362921361678,858935302,197
2022-12-15 14:2:0,0.0,:8771565283_0,197
2022-12-15 14:2:0,0.0,765656381#5,197
2022-12-15 14:2:0,45.72825825548172,284147370#0,197
2022-12-15 14:2:0,0.0,947628159#3,197
2022-12-15 14:2:0,46.908300484777456,:6287791510_0,197
2022-12-15 14:2:0,54.36884860743204,939250966#10,197
2022-12-15 14:2:0,43.00628950486051,26203176#0,197
2022-12-15 14:2:0,47.7310426607329,28582639#11,197
2022-12-15 14:2:0,44.50803706724784,32659640#2,197
2022-12-15 14:2:0,49.265282189910884,-182371966#4,197
2022-12-15 14:2:0,36.243319054599006,28616968#1,197
2022-12-15 14:2:0,45.73861299354173,669890458#1-AddedOnRampEdge,197
2022-12-15 14:2:0,49.138668977583656,26203719#1-AddedOffRampEdge,197
2022-12-15 14:2:0,44.559196287497926,26195270#6-AddedOffRampEdge,197
2022-12-15 14:2:0,50.29616030007898,28495635#4,197
2022-12-15 14:2:0,19.84518582071635,-182371966#0,197
2022-12-15 14:2:0,0.0,29909499#6,197
2022-12-15 14:2:0,46.36961162384722,850927453#2-AddedOnRampEdge,197
2022-12-15 14:2:0,0.0,765656381#3,197
2022-12-15 14:2:0,0.0,765656381#3,197
2022-12-15 14:2:0,46.6096017715319,958778139#0-AddedOnRampEdge,197
2022-12-15 14:2:0,46.33464090428447,-29982383#4,197
2022-12-15 14:2:0,60.08927375559055,37718132#2,197
2022-12-15 14:2:0,41.61961103890841,:367888403_0,197
2022-12-15 14:2:0,37.71689895359775,25584650#3,197
2022-12-15 14:2:0,32.581088371311075,41336031#14,197
2022-12-15 14:2:0,0.0,765656381#5,197
2022-12-15 14:2:0,44.97654091079593,52244427#10,197
2022-12-15 14:2:0,48.78059303866209,669890462#15-AddedOffRampEdge,197
2022-12-15 14:2:0,54.39090034506976,971350102#1,197
2022-12-15 14:2:0,45.00497024186366,671744652#5,197
2022-12-15 14:2:0,42.82267294303724,28582639#13,197
2022-12-15 14:2:0,44.68216633693206,765656384#1,197
